! recostruction matrix elements for HMS, tune HMS-100, 2017
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
! as of 02/20/97, no z offset included: this statement is obsolete
! created: 06/28/98
! zeroth order matrix elements from fitting:
! <theta|> -4.7276368293E-03 rad
! <y|> -1.1606458055E-04 m
! <phi|>  4.8280702357E-05 rad 
! <p|> -3.8725980576E-03 %
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
! 1.829593131e-03 -1.911759196e-03  1.928468923e-03  0.000000000e+00  00000
 ---------------------------------------------------------------------
  3.419134726e-01  2.086770725e-02 -8.246081702e-03  2.560211410e-01  10000
 -3.093633456e+00 -1.561979668e-01  5.639768666e-02  1.301929760e-01  01000
 -1.205158294e-02 -4.380561551e-01  2.823488130e-01  2.785652650e-03  00100
  2.566494761e-01 -1.220839453e-01 -2.600479013e+00  4.078742980e-02  00010
 -3.091148998e-01 -8.553290051e-02  1.284183627e-02 -3.181667290e-01  20000
  2.265397715e+00  5.485178298e-01 -4.607200569e-03  3.075526840e+00  11000
  5.028851664e+00 -8.073973571e-01 -1.636991262e-03  2.147761900e+00  02000
 -1.610351082e-01  1.571937334e+00 -4.013174960e-01 -2.973522230e-02  10100
  2.257892568e+00  1.336375676e+00 -2.406378613e-01 -2.661245300e-01  01100
 -8.551545074e-02 -1.029988257e-01 -1.480353488e-01 -4.389532280e-02  00200
  1.572956571e-01 -2.367320016e+01  5.891239749e+00 -2.491218890e-01  10010
 -4.512327815e+00 -8.063172141e+00  1.634843393e+00  4.277086960e+00  01010
  7.311207063e-01  1.711018286e+00  6.819331354e-01  4.756058910e-01  00110
  7.557149925e-01 -1.060990480e+01  3.854748287e+00 -3.534789480e+00  00020
  1.119711362e+00  1.587839785e-01  9.954589529e-02  9.368343190e-01  30000
 -1.748415686e+01 -2.027577498e-01 -2.818578022e+00 -1.354058990e+01  21000
  7.692552935e+01 -2.328090644e+01  2.295183116e+01  5.187976420e+01  12000
 -1.046408985e+02  9.145930847e+01 -5.681444491e+01 -2.049898500e+01  03000
  1.080982416e+00 -4.060067740e+00  3.587476178e-01 -3.125421940e-02  20100
 -8.680455452e+00  4.855098971e+01 -3.582479857e+00  2.840084120e-01  11100
  1.317569413e+01 -1.282635929e+02 -4.725536580e+00  3.955643310e+00  02100
  2.078475658e-01  1.120496521e+00 -3.249305415e-01  9.543156110e-01  10200
 -4.823803852e+00 -8.120263637e+00  2.547350121e-01 -7.068838170e+00  01200
  2.501810191e-01  3.192344178e-01  1.255811665e-01 -3.582056670e-01  00300
 -1.282845734e+01  5.486856319e+01 -3.371111432e+00 -2.744881750e+00  20010
  1.673333498e+02 -6.825249283e+02  5.944297887e+01  1.068198360e+01  11010
 -5.465547767e+02  1.873746912e+03  3.275072696e+00 -4.677626500e+01  02010
 -7.619764260e+00 -2.058297707e+01 -5.225496772e+00  4.346871810e-01  10110
  1.134582140e+02  1.105750980e+02  6.931341994e+01  2.569241210e+01  01110
 -1.618488827e+01  6.084366400e+00  4.503944655e+01 -3.155935200e+00  00210
  8.731736885e+01 -3.062859197e+01  4.461475898e+01  3.190775750e+01  10020
 -6.108214328e+02  6.977223448e+02 -5.865952469e+02 -4.678981020e+02  01020
  1.691887381e+02 -2.018173035e+02 -4.296659479e+02  3.417903700e+01  00120
 -8.416445469e+02  1.394398097e+03  2.183373327e+03 -7.150853620e+01  00030
 -7.390413527e+00  8.924237699e-01 -1.322970739e-01 -2.302787750e+00  40000
  1.587973986e+02 -2.142377422e+01  3.793156466e-01  5.802483090e+01  31000
 -1.184197238e+03  2.195479932e+02  4.351162829e+00 -4.915623740e+02  22000
  3.373354048e+03 -9.985095194e+02 -6.218423078e+01  1.718297210e+03  13000
 -1.685153697e+03  1.454585031e+03 -1.597962036e+02 -1.950104030e+03  04000
 -5.413252591e+00  1.549008416e+00  1.383596347e+00 -1.462128380e+00  30100
  5.595238752e+01 -3.489078928e+01 -2.018044408e+01  4.729575350e+01  21100
 -5.800044686e+01 -9.082301000e+01  7.810782549e+01 -4.323729560e+02  12100
 -1.345741632e+03  9.178780902e+02  5.106487155e+01  1.323399480e+03  03100
  4.283239288e+00  6.517297051e-01 -9.451143318e-01 -1.004725120e+00  20200
 -1.641196915e+01  5.863765741e+01 -2.206884196e+01  1.674346240e+01  11200
  7.233330839e+01 -6.222588141e+01  1.657408635e+02 -6.727315870e+01  02200
  1.809807691e+01 -1.376119894e+01  1.411076850e+01  4.981554570e+00  10300
 -1.718466430e+02 -1.826156673e+02  1.822475889e+01 -3.743671810e+01  01300
  9.257085970e+00  7.591138526e-01  1.128138929e+01  3.835263170e+00  00400
  5.616085398e+01 -5.235018214e+01 -5.813450040e+00  2.040635470e+01  30010
 -7.261415999e+02  1.090506632e+03  1.112251008e+01 -5.218706460e+02  21010
  2.678525091e+03 -2.775418343e+03  5.508213540e+01  4.021856080e+03  12010
  2.560372759e+03 -5.189506204e+03  2.802265315e+02 -1.108165940e+04  03010
 -3.065013664e+01  1.412511179e+02 -1.792073058e+01 -2.610906590e+01  20110
 -5.588244126e+01 -2.472349594e+03  4.948725343e+02  3.436605950e+02  11110
 -5.225897242e+02  4.876794907e+03 -1.438814134e+03 -9.740522210e+02  02110
 -9.664970559e+01  6.189798299e+02 -2.739042096e+02 -3.651019300e+01  10210
  1.190322747e+03  2.342529872e+03 -1.069801009e+03  2.924368400e+02  01210
 -2.158261650e+02 -5.215538018e+01 -1.833581096e+02 -8.493919980e+01  00310
 -3.875521311e+02 -5.495774368e+02 -1.841030320e+02  4.063693210e+02  20020
  3.951972677e+03  6.750643713e+03  5.441009455e+02 -4.586964910e+03  11020
  5.147472581e+02  2.240979874e+03 -1.324532443e+02  9.358462860e+03  02020
  2.402295524e+02 -6.276874750e+03  3.685542389e+03  6.026462970e+01  10120
 -7.340038199e+03 -1.294727398e+04  5.473572152e+03 -6.972059710e+02  01120
  2.093411110e+03 -2.182698528e+02  2.901890867e+03  7.269750130e+02  00220
 -9.901271024e+02  3.419667007e+04 -1.261582015e+04  5.360662950e+02  10030
