      0.278071127   -0.0591901539    0.0337476602      0.65196666 10000
      -1.41665199    0.0138394412  -0.00991683936    -0.254863977 01000
   0.000329060681    -0.672158323      0.27832163  0.000483407134 00100
    0.00419061573     0.575318441     -1.72637261     0.085486162 00010
     -0.852671568   -0.0148652378    0.0127109926     -7.06085008 20000
       4.68137522   -0.0445975814   -0.0553935264      41.2282369 11000
     -0.435761114      1.63999841    -0.259116109     -1.30602668 10100
     -0.115434063     -34.0949522      6.99437669     0.665924613 10010
      -4.60863534     0.141591371     0.513353487     -69.7162095 02000
       1.86301119      8.73154894     -1.90792299      1.83224947 01100
       1.39135977      -7.7366164     -1.41910737      5.94633801 01010
     -0.330211475     0.386460725    0.0891556906     -6.06466785 00200
       2.11180557     -3.33768852    -0.613518895      32.5303259 00110
       -9.1752425      4.47660833     0.880794978      -144.08899 00020
       4.78329749    -0.651701433     0.424168439      18.4251341 30000
      -44.7810168      8.98584384     -4.72862046       -156.3821 21000
       3.46060058     -26.6617209      6.56371123      3.95402139 20100
      -25.1176265        218.7781     -36.3950243     -90.7477604 20010
       122.008807     -32.0646248      15.2908503      327.671451 12000
      -11.7070143      230.155752     -61.2849189      2.27658685 11100
       96.6446522     -1746.92861      336.398802      220.011231 11010
       5.22894162      2.72983018     -1.24042582      50.9251125 10200
      -118.739158         30.9916      8.31832605     -861.466505 10110
       319.767407     -115.913633     -25.4899939      1566.07479 10020
       -93.292962      27.9317934     -13.6085848     -46.6900869 03000
      -20.1596802     -542.172014      152.347031        13.94694 02100
       83.5186629      3876.89358     -881.328942     -43.9191679 02010
       -15.924253     -31.1501516      4.75217709     -33.9428942 01200
       475.308439      101.503562     -15.0802707      1813.00697 01110
      -1465.01954     -137.328306     -1.18939157     -4953.04568 01020
      0.154942253      0.86779169    -0.115992384       6.5072144 00300
      -4.87597704       31.202569     -7.40035165     -99.9751755 00210
       18.2749801     -488.763209      97.1173689      314.615445 00120
      -40.0020292      2120.19864     -392.301346     -566.586901 00030
      -5.93175676      7.60829291     -5.45258259      297.505225 40000
        130.02873     -63.4670636      48.1028304     -2773.78939 31000
      -2.77734683       81.459621     -24.5157107      11.5646341 30100
        130.81038     -701.776565      192.425908      222.160756 30010
      -567.434869     -3.24591474     -104.905681      11969.5026 22000
      -6.06470704     -659.314932      178.728059      215.432874 21100
      -775.963449      5726.75826     -1429.63861     -2878.54693 21010
     -0.723363575     -6.09089636    -0.277132411      70.6629994 20200
       265.827757      235.530118     -93.1313315      1971.20726 20110
      -2463.40807      808.587636      14.5448179     -3569.69879 20020
       586.027623      1156.74348     -172.479841     -27268.4076 13000
         254.9563      -392.68354      146.814081     -941.389442 12100
       477.426503      -1767.3485     -265.596569      10842.7003 12010
       25.6194185      109.512135     -32.3597966      514.320917 11200
      -244.352688     -2621.44876      695.491763     -4406.41328 11110
       9527.72652       1500.0999     -536.962655     -14707.3773 11020
      -3.60410638      119.397412     -24.0071564     -17.1730477 10300
       9.80844631     -847.261496      135.901368      758.953193 10210
      -173.671362      6918.06224     -1097.55183     -7181.09039 10120
       1349.10568     -20280.1528      2951.69535      14181.9793 10030
       555.579387     -2139.28869      530.012114      30165.1587 04000
      -639.454915      8001.62531     -2103.86597      603.841243 03100
       840.204742     -42706.9832      12070.3589     -9201.43019 03010
       47.6333143      146.455006       45.705763     -1551.09919 02200
      -5307.32141      1186.57944     -375.129652     -17780.6106 02110
       17976.9937     -246.210386     -1362.75401      184470.298 02020
       34.9750001     -633.789645      127.558252     -55.0016091 01300
      -140.626217      4546.25039     -737.928399      388.645528 01210
       1011.80099     -28191.2419      3754.92501      9676.03582 01120
      -7706.67034      86440.9444     -10948.5694     -45454.6754 01030
       15.3289822     0.283454216     -2.05029124      228.579971 00400
      -106.120052     -33.1152102      18.3714552     -1520.17456 00310
        539.23982      295.591162      -92.965828       10786.702 00220
      -3518.54989      1535.13475     -517.077298     -67686.9098 00130
       12993.6748     -3795.49517      1142.34535      247898.728 00040
      -13.1399811     -17.8890805      15.4931843     -1329.65343 50000
      -74.0911132      79.0771234     -133.839083      14787.3134 41000
       17.6036596     -255.777275      60.8700216      270.781774 40100
      -213.845378      2990.36818     -831.485959      2007.36849 40010
       813.553346      850.392196      188.067516     -64931.5423 32000
      -246.036799      3060.65296     -678.625951     -3966.11381 31100
       3257.66784     -36004.3632      9230.87756     -6014.10124 31010
      -6.71260747      200.234407     -58.7724813      818.360241 30200
       709.615073       -288.7621     -91.6891933      11597.3328 30110
      -58.4440635      1697.32877     -647.893521      4998.99105 30020
      -197.971568     -5149.11953      802.073891      133494.015 23000
       434.996983     -9117.70195      1922.41528      12941.6928 22100
      -8539.88439      92816.6223     -22727.6461      10086.2627 22010
       147.360994       -3111.207      1058.61468      -16772.653 21200
      -1590.42814      7712.96036     -1795.97175     -3426.46974 21110
       3318.82567      -20577.224      5527.78192     -1293.32602 21020
       48.8529087     -125.914483      56.5455165      365.853391 20300
       47.0883446      4219.22676     -1249.09469     -1706.70807 20210
      -1572.90503      11281.7377     -1909.83927       7541.0459 20120
       4427.25152     -2726.60552     -1481.68537     -12711.3509 20030
      -2213.14548      3787.82959     -1102.84266      -52507.157 14000
       462.664029      12007.1508     -2720.25242      -9348.9801 13100
      -5625.80168      59724.8647     -14399.9867      7533.83591 13010
      -2478.67439      10963.3878     -3973.32718      50873.9749 12200
       984.015774      -6509.6863      3520.56822     -37250.0435 12110
       2374.02915     -7986.20523      2535.99838      5218.04909 12020
      -379.267623     -684.907167     -117.581302     -2492.10038 11300
       1190.44789     -32245.2005      9641.98234      5535.95182 11210
      -853.853557     -497.706006     -1296.03687      21.9947043 11120
       180.425159      3708.76959     -1048.37295     -5186.86688 11030
      -121.391675      55.5102518     -17.8224077     -957.817882 10400
       1427.76793      165.760646     -181.044623      16754.3431 10310
        81.411015     -621.624384      413.598186      6628.10305 10220
      -2406.59722      5645.75385     -1621.78623     -19305.6623 10130
      -463.963146       3050.1123     -754.848929      1036.36039 10040
      -3852.39658      11903.8479      -2737.0871     -143401.819 05000
       2943.30548     -53441.7205      12892.2634     -20008.2395 04100
      -2352.82414      19584.3918     -4409.04009      2059.25366 04010
       5265.36831     -11902.2074       3874.5497     -38087.2518 03200
       721.431682     -5451.10463      3514.21978     -41018.0973 03110
       1504.43881     -2991.08039      1246.72532      856.280771 03020
       163.007641      8254.58329     -1165.15537      3400.14866 02300
       1315.57305      13019.1212     -7989.96207      -3969.0101 02210
       384.623464      4462.71632     -2571.67765     -3.24442759 02120
       -19.100803       3460.3533     -1149.11399     -1496.63674 02030
       83.4281446     -349.314176      165.836927     -2824.64544 01400
      -1930.13251     -122.803823      109.362499     -13329.7739 01310
      -2428.79651      7807.68202     -3179.08153      29778.1224 01220
      -863.985662      2194.21851     -1112.18483      8230.36824 01130
      -266.413285      791.354337     -354.310031      2316.42201 01040
      -8.48342978     -52.0561509      8.58719465      -81.131033 00500
       136.177905      710.915528     -84.8133064      856.188205 00410
      -428.882566     -2309.38711     -73.2337013     -1818.08818 00320
       380.772494       2490.7762      744.645392      4811.48443 00230
       84.3909144      1258.09704      171.317051      1402.90463 00140
       17.3156317      165.724225      95.1626702      279.949481 00050
     -0.235563191      -3.1633886      1.05513895     0.411802035 00001
      -4.14281058     -14.0113119      8.25161976     -30.6638199 10001
       16.8210643      86.4859825     -35.5633268      44.2895842 01001
       2.28167321      11.9715977    -0.905545287      5.26254275 00101
      -115.293689     -52.6543167      6.09344144     -413.462478 00011
      -13.8790498      26.4699908     -42.7439461      902.568093 00002
       50.6831863      51.2507657     -7.24578083     -15.9192472 20001
      -296.689075     -135.802263      -17.762447     -91.6783006 11001
        636.43311     -1425.47268      480.998233      332.386371 02001
       15.3064254     -100.557672      4.57822606     -70.4021052 10101
        186.79263      315.417938     -15.9405921      1301.50304 01101
      -11.0484614      338.818539     -76.0772406       72.063333 00201
      -740.530411      1125.27194     -102.104204     -1720.15876 10011
       1506.20526     -2753.97841     -10.8437879      6623.63806 01011
      -298.371385     -862.329497      243.036619      -1664.5983 00111
      -280.437981      1190.98718     -452.925676      2719.24457 10002
        668.88537     -5116.74201      1815.10982     -16877.3725 01002
       255.502369      226.313818     -92.9079133      4623.24302 00102
       992.043505      2508.97736     -781.910083      3037.57988 00021
       -1582.5418      2193.65636     -220.853648     -10545.8649 00012
      -3008.28485     -20467.1357      4103.28146     -23080.7549 00003
       136.039521     -119.639141     -14.6989422      2437.93216 30001
      -751.108565     -406.201722       323.41704     -15280.2897 21001
       3682.27861     -5349.36179      1197.84951      32954.0608 12001
      -7346.61382      20629.7265     -5578.51169     -23266.2616 03001
        -94.31732      643.748603     -177.522655      1334.50154 20101
       1755.10009     -7888.86126      2053.30922     -7441.87998 11101
      -3808.00083        8466.459     -3305.79981      29750.0061 02101
       239.254184      230.684973       15.884527      3542.65579 10201
      -240.680208     -5456.80919      696.782931     -5183.05935 01201
      -232.671418      1013.16648     -296.595252      2143.28917 00301
       1180.83268     -1557.06197     -219.098831      24707.3115 20011
      -3011.43707      25444.1463     -3128.97886     -81139.9208 11011
      -1883.29445     -11670.9996      5603.98715     -61046.9579 02011
      -249.015974      18359.5649     -4435.88989     -8382.32209 10111
       3951.03139     -20809.8174      7503.36004      17692.3152 01111
       2247.74253     -3532.29664      1025.69918     -7193.86965 00211
      -20.6614127     -13219.1076      3727.62513     -33875.8292 20002
      -1444.09318      19080.7721     -5488.75971      23323.5472 11002
      -673.775251      9079.28025     -2644.07535      16256.0179 02002
        188.40187      1781.32736     -741.637197        6535.189 10102
      -340.812988     -18041.0092      4275.37369     -14468.0623 01102
      -6275.65224      17358.1185     -2904.54542     -52539.2942 00202
      -7501.50615     -11946.6274      1463.73452     -3594.71663 10021
       766.192619     -9972.21751      2977.72546      4999.78878 01021
       2873.14036     -6983.72321      713.424379      53773.7906 00121
       629.299689     -7654.93123      2495.06987     -5190.59799 10012
      -60.8071921     -4350.13744      1195.93447     -2804.87775 01012
      -1316.41985      1495.61162     -283.389405     -9292.15218 00112
       225.369244     -469.511571      291.662179     -107.150015 10003
      -21.3142995     -489.515229      200.367881     -1014.15644 01003
      -157.197157      87.7705328      5.23261894     -1007.14112 00103
       1363.23804     -1102.71749      -165.62574      22672.5142 00031
      -117.802937      267.081579     -81.5958649       78.526061 00022
      -44.8429748     -204.924254      73.1975627     -671.834295 00013
      -4.14372622      17.7931811     -6.40323148       57.406185 00004
      -517.165747      547.473644      -105.29063     -5429.54071 40001
       2225.76292     -7.79717029      314.825434      18790.9901 31001
       94.6333068      -7288.5176      761.233942      7560.59896 22001
      -532.275437     -5805.15514      536.096215      -257.39374 13001
      -418.173434     -3182.94125      341.294678     -2434.70638 04001
       1646.89647      610.964636     -227.863705      18003.0746 30101
      -5939.50151       1166.5215     -173.195866     -49211.8526 21101
      -3839.06016      18578.5427     -4774.53492     -15062.7159 12101
      -1776.89387      13053.7148     -3213.57136      -5096.2351 03101
        1096.7204     -3784.51963      644.154167      7667.56755 20201
      -3068.36094      1736.05873     -258.738642     -21509.8957 11201
      -1996.20325     -12913.5478       3410.7295     -27101.8351 02201
      -833.694955      5960.39522     -1214.41359     -683.114392 10301
       5717.00961     -29450.1353      5774.70996      13526.4839 01301
       475.737211      2873.00571     -474.687666      326.988587 00401
        3103.1925     -18168.8377      4671.53551     -4116.73073 30011
      -711.184948      2961.80874     -425.205597     -13395.6894 21011
       -466.62721      1946.25053     -271.510749      -7063.1003 12011
      -237.261126      826.841647     -16.5778701     -4880.47325 03011
       1141.10223      15093.6449     -3435.16049      14243.8534 20111
      -77.9164888      1497.01785     -75.8245401     -132.702756 11111
       12.8996917     -1797.68666      617.377018     -2117.23649 02111
      -2284.91994       3343.1801     -809.086371     -27385.7215 10211
       337.585514     -5969.22045      1098.57939     -3957.68254 01211
       46.3694952     -13901.4889      2066.12113      18243.0373 00311
       -1524.2233      14304.0575      -1643.7725     -50600.0491 30002
      -362.187704       3743.8569     -446.563137       -12498.45 21002
      -112.404104       1133.9642     -153.571679     -3863.08297 12002
      -49.3063004      379.189799     -58.9166826     -1330.95375 03002
      -1878.58358      9252.44097      -2395.2893     -1145.36889 20102
      -471.828524      2446.62937     -651.474726       82.440315 11102
      -121.474093      72.5949977     -33.5507166      -242.75251 02102
       1965.84689     -1942.65387      159.113741      13384.1352 10202
       441.226491     -448.035603      89.9677037      1278.05445 01202
       -674.54794     -484.825138      138.323968     -4360.53214 00302
      -627.505551      314.649274     -270.605882      3171.74531 20021
      -87.0703831      23.2270693     -2.75719602     -113.792376 11021
       10.1242824     -274.236661        82.41397     -143.432636 02021
      -501.968981      454.822203     -183.647593      -4423.8404 10121
       105.076469     -1400.03223      234.991461      23.5530554 01121
       333.129927     -2983.69641      443.522736      5268.16264 00221
      -250.405169      1259.86486     -299.073258     -513.320161 20012
      -77.2023674      393.875354     -102.266854      36.2554897 11012
       -21.988641      44.4321259     -10.0726935      8.71416286 02012
       226.891056     -354.964332      48.4607818      1276.69739 10112
        34.226682     -156.526609      46.9923642     -306.180316 01112
      -35.8844664     -178.201396        7.709482     -289.099776 00212
      -31.3628542     -224.720741         17.5661      36.9027406 20003
      -13.6120309     -52.7921202      2.09759672     -32.0339519 11003
      -7.30655424     -29.5169031      4.09218653     -46.8644555 02003
      -0.34396169      253.687849     -66.0578311      199.298917 10103
      -4.80180042      80.1001326     -18.7987538      4.07763027 01103
      -21.1401309      -266.07875      66.6118258     -357.047363 00203
      -110.967522      229.033937      -80.975956     -766.389158 10031
       24.2408453     -208.385806      20.7042515      173.669067 01031
       79.0967956     -265.695349      33.2955574      987.262383 00131
        36.630741      -42.814511      4.08800257       246.71543 10022
       6.27887365     -13.8511161      4.35035956     -20.8962666 01022
      0.383517728      11.1695923     -11.3344093      9.41911694 00122
     -0.282039249      13.2486776     -2.48308748     -13.6096016 10013
      -1.36340135      4.15727337   -0.0406475538     -26.6003319 01013
        -1.716296     -38.0728694       9.3138178     -38.6823773 00113
     -0.172459898      3.94939695    -0.903729411     -3.79149097 10004
     -0.131447669     0.724672704    -0.137885451     -1.95392531 01004
      0.144252231     -11.3418453      2.95108643     -5.52178295 00104
       12.0219626      4.29761862     -3.48986606       130.92694 00041
     -0.131132601      14.2806521     -6.18326052      2.70784377 00032
     -0.134488517     -6.02715721      1.44741696     -4.38462221 00023
     0.0550669308     -1.51666624     0.402358403   -0.0988519246 00014
    -0.0725009197    -0.314691767    0.0673058969    -0.625531476 00005
      -67.6875464      1023.49921     -608.176732      8628.74702 50001
       1228.31826      2547.20347      569.960761      923.852763 41001
       441.975075      1537.20034       173.77687      1106.29319 32001
       54.5239664      936.908125     -48.1484995      521.122683 23001
      -25.7558363      457.757802     -64.0531926      177.966253 14001
      -34.3308311      202.782265     -41.0644241     -11.1626141 05001
      -1432.93968      4771.83978     -1055.99532      4758.46895 40101
      -312.132988       469.86097      103.022086     -7855.50706 31101
      -50.2102539      1260.37972     -322.384088     -1009.66014 22101
       4.24269238      887.396962      -272.38364      687.381732 13101
      -1.98021936      464.012315     -149.395407      554.153205 04101
      -1395.88782     -8362.39216      1267.26343     -18642.8377 30201
       -1200.5155      4318.47412     -1364.31491     -4754.92753 21201
      -656.302196      2935.30924     -818.604614     -1854.09971 12201
        -289.2378      956.858776     -255.825561     -1175.68462 03201
       8832.11788     -13284.2833      2428.57432      73720.3533 20301
       3161.51616      -1275.5883      121.562446      25340.5922 11301
       1229.82975     -633.683584      112.412944      8083.69562 02301
      -1202.91234      1549.57992      320.536542     -25927.9987 10401
      -980.186591     -1945.21867      557.944296     -10830.2623 01401
      -7310.94257      4021.67631     -246.576009     -75989.9968 00501
       916.295612     -9561.68472      2000.99039      9032.17053 40011
       135.819131     -787.576405      171.483495      294.066474 31011
       52.9256801     -106.330545      25.7341713      65.3445652 22011
       20.6536224     -32.4228922      9.51504747      12.2352088 13011
       5.25137236     -28.3314331      10.1406874     -52.0921267 04011
       188.760338       1838.7498     -523.649173     -256.388539 30111
      -55.4772806      965.924015      -262.55704      183.810749 21111
      -38.8782526      495.370072      -127.91156      149.571497 12111
      -15.5534387      178.173392      -41.197785      31.2868741 03111
       1039.12714     -1844.46701       389.67201      8424.51812 20211
       323.833069     -41.4958783      17.1358924      2529.86655 11211
       108.860648      -90.221392      33.2016775      557.298523 02211
       -350.69469      -733.38657      217.531349     -4570.94364 10311
      -73.4953927     -650.968419       102.82942     -1246.08608 01311
      -1314.35986      1563.85728     -177.866371     -13413.5973 00411
         184.6154     -1607.11379      310.097635      692.384428 40002
       69.6891637     -396.413832      45.0950263      1282.02246 31002
       19.9245179     -67.2290147  -0.00983909998      429.931269 22002
