! recostruction matrix elements for HMS
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
! created: 01/30/18
! zeroth order matrix elements from fitting:
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
 ---------------------------------------------------------------------
  3.652882429e-01  2.088142802e-02 -8.912275142e-03  2.560211410e-01  10000
 -3.282725836e+00 -1.622168235e-01  6.827355701e-02  1.301929760e-01  01000
 -3.784934841e-03 -4.440950278e-01  2.909420574e-01  2.785652650e-03  00100
  2.236851668e-01 -7.877627132e-02 -2.670004073e+00  4.078742980e-02  00010
 -5.165709363e-01 -1.128067583e-01  3.054139719e-02 -3.181667290e-01  20000
  4.490533608e+00  7.059538355e-01 -1.614750178e-01  3.075526840e+00  11000
  1.144230828e+00 -7.246621604e-01 -5.791565037e-02  2.147761900e+00  02000
  2.458908231e-02  1.501214706e+00 -3.521293538e-01 -2.973522230e-02  10100
  1.626563610e-01  1.822750619e+00 -5.445913983e-01 -2.661245300e-01  01100
 -2.853744098e-01 -2.245868661e-01 -5.716958303e-02 -4.389532280e-02  00200
 -3.732951317e-01 -2.380651731e+01  5.794996979e+00 -2.491218890e-01  10010
  5.271396252e+00 -5.164143487e+00  6.930101742e-01  4.277086960e+00  01010
  1.989691569e+00  3.261576883e+00 -6.299176894e-01  4.756058910e-01  00110
 -8.379837539e-01 -1.225580636e+01  3.331265954e+00 -3.534789480e+00  00020
  5.622832264e-01  1.542560533e-02  1.471096169e-01  9.368343190e-01  30000
  7.009727320e+00  1.500709367e+00 -4.043728137e+00 -1.354058990e+01  21000
 -1.785566835e+02 -3.062967500e+01  3.314350722e+01  5.187976420e+01  12000
  6.695026971e+02  1.153832227e+02 -8.459411711e+01 -2.049898500e+01  03000
 -2.659087712e+00 -3.482132613e+00  2.135386721e-02 -3.125421940e-02  20100
  2.727908584e+01  4.786248714e+01 -7.715650438e-01  2.840084120e-01  11100
 -5.824659529e+01 -1.356450025e+02 -1.310576156e+01  3.955643310e+00  02100
  5.695511879e-01  1.988954627e+00 -5.981162945e-01  9.543156110e-01  10200
 -1.862557444e+00 -9.223458043e+00 -5.990332807e-01 -7.068838170e+00  01200
 -1.081853189e+00  8.623283828e-01 -7.263256331e-01 -3.582056670e-01  00300
  8.636458937e+00  5.088598573e+01  1.939997951e-01 -2.744881750e+00  20010
  2.263665799e+00 -6.437623226e+02  1.757394815e+01  1.068198360e+01  11010
 -5.714212090e+02  1.769786166e+03  1.358693936e+02 -4.677626500e+01  02010
 -5.723235010e+00 -2.895933723e+01 -5.309264905e-01  4.346871810e-01  10110
 -4.464942293e+01  1.438562625e+02  3.389474639e+01  2.569241210e+01  01110
 -6.762934539e+00 -1.076801570e+01  5.627068782e+01 -3.155935200e+00  00210
 -2.079256798e+00  5.381008202e+00  2.111351089e+01  3.190775750e+01  10020
  2.694692137e+02  5.438706982e+02 -5.391899939e+02 -4.678981020e+02  01020
  8.378795634e+01 -6.769911577e+01 -5.839751791e+02  3.417903700e+01  00120
 -6.794510243e+02  1.098890506e+03  2.774484630e+03 -7.150853620e+01  00030
  1.848828203e+00  1.421344916e+00 -8.290883572e-01 -2.302787750e+00  40000
 -7.547727290e+01 -2.409306848e+01  1.488258451e+01  5.802483090e+01  31000
  8.522629005e+02  1.529673366e+02 -9.092366044e+01 -4.915623740e+02  22000
 -2.767390139e+03 -3.938158092e+02  1.576851042e+02  1.718297210e+03  13000
 -2.285152245e+03  1.030295822e+02  8.248784381e+01 -1.950104030e+03  04000
  2.649082500e+01  4.185335503e+00  6.722887780e-01 -1.462128380e+00  30100
 -5.006304751e+02 -7.457686036e+01 -5.200882968e-01  4.729575350e+01  21100
  3.190459295e+03  1.214689403e+02 -6.253354166e+01 -4.323729560e+02  12100
 -7.307588202e+03  4.600262380e+02  3.222794064e+02  1.323399480e+03  03100
  8.369634057e-01  6.931097271e+00 -6.003370809e+00 -1.004725120e+00  20200
  3.473302725e+01  6.245984479e+00  1.694795398e+01  1.674346240e+01  11200
 -1.431036963e+02  1.344828898e+01  9.475473167e+01 -6.727315870e+01  02200
